word
他
她
他们
她们
其他
别人
爸
爸爸
妈
妈妈
爷
爷爷
奶
奶奶
亲戚
姨
叔
叔叔
爹
娘
母
父
父母
父亲
母亲
女儿
儿子
孩子
哥
哥哥
姐
姐姐
弟
弟弟
妹
妹妹
妹夫
姐夫
嫂子
媳妇
弟媳
婶
婶婶
舅舅
舅妈
邻居
同事
朋友
闺蜜
上司
老板
同学
同桌
班长
委员
班委
室友
舍友
上铺
下铺
学霸
学渣
死党
基友
对象
女朋友
男朋友
老婆
老公
兄弟
老人
少年
青年
儿童
婴儿
老师
班主任
辅导员
系主任
主任
保安
门卫
快递员
外卖员
警察
工人
清洁工
